"Goods", 136, 
"Goods", 6, 
"Supplies", 185, 
"Supplies", 115
"Services", 283, 
"Services", 625, 
"Works", 147, 
"Works", 430, 
"Works", 56, 
"Trading", 100,
"Consultancy", 9, 
"Concesión", 6, 
"Leasing", 9, 
"Other", 38, 
"Interventoría", 4, 
"Fiducia", 5, 


